disease,state,year,weeks_reporting,count,population
Polio,Louisiana,1996,48,11,4353598
Polio,Louisiana,1997,45,20,4384910
Polio,Louisiana,1998,28,9,4415467
Polio,Louisiana,1999,37,10,4443942
Polio,Louisiana,2000,34,9,4468976
Polio,Louisiana,2001,35,2,4489491
Polio,Louisiana,2002,34,5,4505617
Polio,Louisiana,2003,40,5,4517805
Polio,Louisiana,2004,41,15,4526523
Polio,Louisiana,2005,43,40,4532253
Polio,Louisiana,2006,42,16,4535482
Polio,Louisiana,2007,44,17,4536709
Polio,Louisiana,2008,37,76,4536432
Polio,Louisiana,2009,49,56,4535152
Polio,Louisiana,2010,41,35,4533372
Polio,Louisiana,2011,48,14,4531509
Polio,Maine,1938,51,2607,835633
Polio,Maine,1939,52,2459,841335
Polio,Maine,1940,51,1728,847226
Polio,Maine,1941,51,1203,853299
Polio,Maine,1942,51,1871,859541
Polio,Maine,1943,52,1894,865938
Polio,Maine,1944,52,1005,872476
Polio,Maine,1945,52,1998,879139
Polio,Maine,1946,50,853,885912
Polio,Maine,1947,51,999,892779
Polio,Maine,1948,51,795,899723
Polio,Maine,1949,52,493,906727
Polio,Maine,1950,51,1918,913774
Polio,Maine,1951,48,949,920833
Polio,Maine,1952,48,585,927822
Polio,Maine,1953,44,427,934647
Polio,Maine,1954,44,346,941208
Polio,Maine,1955,49,638,947405
Polio,Maine,1956,0,0,953134
Polio,Maine,1957,0,0,958291
Polio,Maine,1958,0,0,962769
Polio,Maine,1959,0,0,966463
Polio,Maine,1960,0,0,969265
Polio,Maine,1961,0,0,971137
Polio,Maine,1962,0,0,972305
Polio,Maine,1963,0,0,973064
Polio,Maine,1964,0,0,973709
Polio,Maine,1965,0,0,974540
Polio,Maine,1966,0,0,975855
Polio,Maine,1967,0,0,977954
Polio,Maine,1968,0,0,981143
Polio,Maine,1969,0,0,985733
Polio,Maine,1970,0,0,992048
Polio,Maine,1971,0,0,1000325
Polio,Maine,1972,0,0,1010417
Polio,Maine,1973,0,0,1022074
Polio,Maine,1974,0,0,1035044
Polio,Maine,1975,0,0,1049062
Polio,Maine,1976,0,0,1063853
Polio,Maine,1977,0,0,1079126
Polio,Maine,1978,0,0,1094572
Polio,Maine,1979,9,13,1109865
Polio,Maine,1980,4,5,1124660
Polio,Maine,1981,8,12,1138659
Polio,Maine,1982,3,4,1151804
Polio,Maine,1983,26,5,1164105
Polio,Maine,1984,23,4,1175571
Polio,Maine,1985,43,13,1186219
Polio,Maine,1986,49,2,1196067
Polio,Maine,1987,33,34,1205137
Polio,Maine,1988,44,34,1213451
Polio,Maine,1989,34,28,1221039
Polio,Maine,1990,47,24,1227928
Polio,Maine,1991,45,62,1234159
Polio,Maine,1992,39,11,1239809
Polio,Maine,1993,47,22,1244963
Polio,Maine,1994,46,21,1249713
Polio,Maine,1995,51,50,1254149
Polio,Maine,1996,48,20,1258363
Polio,Maine,1997,50,14,1262452
Polio,Maine,1998,44,5,1266510
Polio,Maine,1999,0,0,1270634
Polio,Maine,2000,48,45,1274923
Polio,Maine,2001,11,16,1279456
Polio,Maine,2002,47,15,1284231
Polio,Maine,2003,35,11,1289225
Polio,Maine,2004,31,32,1294416
Polio,Maine,2005,46,34,1299780
Polio,Maine,2006,42,103,1305293
Polio,Maine,2007,50,57,1310933
Polio,Maine,2008,48,41,1316674
Polio,Maine,2009,50,44,1322492
Polio,Maine,2010,45,44,1328361
Polio,Maine,2011,49,105,1334261
Polio,Maryland,1938,51,2495,1765716
Polio,Maryland,1939,52,2305,1791427
Polio,Maryland,1940,51,4842,1821244
Polio,Maryland,1941,51,3585,1855760
Polio,Maryland,1942,51,3084,1894917
Polio,Maryland,1943,52,4428,1938485
Polio,Maryland,1944,52,3193,1986222
Polio,Maryland,1945,52,2801,2037865
Polio,Maryland,1946,52,1402,2093123
Polio,Maryland,1947,51,3886,2151667
Polio,Maryland,1948,52,1031,2213121
Polio,Maryland,1949,52,1272,2277061
Polio,Maryland,1950,51,2242,2343001
Polio,Maryland,1951,48,424,2410508
Polio,Maryland,1952,48,326,2479560
Polio,Maryland,1953,45,439,2550252
Polio,Maryland,1954,52,946,2622684
Polio,Maryland,1955,51,398,2696968
Polio,Maryland,1956,0,0,2773223
Polio,Maryland,1957,0,0,2851578
Polio,Maryland,1958,0,0,2932172
Polio,Maryland,1959,0,0,3015155
Polio,Maryland,1960,0,0,3100689
Polio,Maryland,1961,0,0,3188774
Polio,Maryland,1962,0,0,3278690
Polio,Maryland,1963,0,0,3369444
Polio,Maryland,1964,0,0,3459934
Polio,Maryland,1965,0,0,3548947
Polio,Maryland,1966,0,0,3635161
Polio,Maryland,1967,0,0,3717154
Polio,Maryland,1968,0,0,3793418
Polio,Maryland,1969,0,0,3862374
Polio,Maryland,1970,0,0,3922399
Polio,Maryland,1971,0,0,3972358
Polio,Maryland,1972,0,0,4013186
Polio,Maryland,1973,0,0,4046451
Polio,Maryland,1974,1,1,4073834
Polio,Maryland,1975,0,0,4097099
Polio,Maryland,1976,0,0,4118069
Polio,Maryland,1977,0,0,4138611
Polio,Maryland,1978,0,0,4160635
Polio,Maryland,1979,7,8,4186089
Polio,Maryland,1980,2,3,4216975
Polio,Maryland,1981,1,1,4254868
Polio,Maryland,1982,8,37,4299395
Polio,Maryland,1983,37,18,4349677
Polio,Maryland,1984,49,78,4404814
Polio,Maryland,1985,47,184,4463868
Polio,Maryland,1986,48,168,4525856
Polio,Maryland,1987,37,25,4589739
Polio,Maryland,1988,46,48,4654421
Polio,Maryland,1989,37,78,4718739
Polio,Maryland,1990,45,65,4781468
Polio,Maryland,1991,42,59,4841580
Polio,Maryland,1992,42,39,4899046
Polio,Maryland,1993,46,142,4954109
Polio,Maryland,1994,49,82,5007032
Polio,Maryland,1995,35,25,5058096
Polio,Maryland,1996,49,221,5107599
Polio,Maryland,1997,49,106,5155854
Polio,Maryland,1998,47,54,5203189
Polio,Maryland,1999,48,88,5249948
Polio,Maryland,2000,49,101,5296486
Polio,Maryland,2001,45,48,5343114
Polio,Maryland,2002,44,66,5389912
Polio,Maryland,2003,47,73,5436907
Polio,Maryland,2004,45,130,5484121
Polio,Maryland,2005,50,191,5531582
Polio,Maryland,2006,51,82,5579316
Polio,Maryland,2007,50,77,5627351
Polio,Maryland,2008,51,117,5675715
Polio,Maryland,2009,52,79,5724439
Polio,Maryland,2010,51,84,5773552
Polio,Maryland,2011,51,82,5823082
Polio,Massachusetts,1938,51,5691,4294246
Polio,Massachusetts,1939,52,7388,4302889
Polio,Massachusetts,1940,51,7943,4316721
Polio,Massachusetts,1941,51,9549,4336784
Polio,Massachusetts,1942,51,10525,4362700
Polio,Massachusetts,1943,52,6521,4393741
Polio,Massachusetts,1944,52,4262,4429170
Polio,Massachusetts,1945,52,6749,4468244
Polio,Massachusetts,1946,51,6476,4510195
Polio,Massachusetts,1947,51,6857,4554235
Polio,Massachusetts,1948,52,2964,4599542
Polio,Massachusetts,1949,52,4630,4645264
Polio,Massachusetts,1950,51,5509,4690514
Polio,Massachusetts,1951,47,2224,4734601
Polio,Massachusetts,1952,48,2059,4777746
Polio,Massachusetts,1953,49,1729,4820413
Polio,Massachusetts,1954,52,2719,4863084
Polio,Massachusetts,1955,51,1454,4906262
Polio,Massachusetts,1956,0,0,4950465
Polio,Massachusetts,1957,0,0,4996229
Polio,Massachusetts,1958,0,0,5044112
Polio,Massachusetts,1959,0,0,5094694
Polio,Massachusetts,1960,0,0,5148578
Polio,Massachusetts,1961,0,0,5206095
Polio,Massachusetts,1962,0,0,5266371
Polio,Massachusetts,1963,0,0,5328184
Polio,Massachusetts,1964,0,0,5390254
Polio,Massachusetts,1965,0,0,5451239
Polio,Massachusetts,1966,0,0,5509739
Polio,Massachusetts,1967,0,0,5564299
Polio,Massachusetts,1968,0,0,5613418
Polio,Massachusetts,1969,0,0,5655560
Polio,Massachusetts,1970,0,0,5689170
Polio,Massachusetts,1971,0,0,5713201
Polio,Massachusetts,1972,0,0,5728661
Polio,Massachusetts,1973,0,0,5737120
Polio,Massachusetts,1974,3,3,5740187
Polio,Massachusetts,1975,4,4,5739494
Polio,Massachusetts,1976,9,9,5736681
Polio,Massachusetts,1977,7,8,5733391
Polio,Massachusetts,1978,16,25,5731261
Polio,Massachusetts,1979,17,25,5731930
Polio,Massachusetts,1980,16,23,5737037
Polio,Massachusetts,1981,14,22,5747853
Polio,Massachusetts,1982,21,31,5764133
Polio,Massachusetts,1983,47,38,5785257
Polio,Massachusetts,1984,39,20,5810610
Polio,Massachusetts,1985,46,52,5839576
Polio,Massachusetts,1986,50,59,5871532
Polio,Massachusetts,1987,46,56,5905847
Polio,Massachusetts,1988,46,68,5941875
Polio,Massachusetts,1989,34,309,5978960
Polio,Massachusetts,1990,49,319,6016425
Polio,Massachusetts,1991,45,160,6053672
Polio,Massachusetts,1992,43,110,6090458
Polio,Massachusetts,1993,42,239,6126630
Polio,Massachusetts,1994,44,241,6162030
Polio,Massachusetts,1995,51,279,6196500
Polio,Massachusetts,1996,49,883,6229876
Polio,Massachusetts,1997,47,261,6261992
Polio,Massachusetts,1998,47,234,6292681
Polio,Massachusetts,1999,48,255,6321773
Polio,Massachusetts,2000,49,458,6349097
Polio,Massachusetts,2001,46,346,6374540
Polio,Massachusetts,2002,46,490,6398225
Polio,Massachusetts,2003,44,982,6420339
Polio,Massachusetts,2004,46,1563,6441074
Polio,Massachusetts,2005,48,1360,6460624
Polio,Massachusetts,2006,50,382,6479187
Polio,Massachusetts,2007,31,386,6496964
Polio,Massachusetts,2008,38,117,6514159
Polio,Massachusetts,2009,43,96,6530978
Polio,Massachusetts,2010,25,26,6547629
Polio,Massachusetts,2011,43,97,6564287
Polio,Michigan,1938,51,13353,5167042
Polio,Michigan,1939,52,9816,5206124
Polio,Michigan,1940,50,10991,5256106
Polio,Michigan,1941,51,15129,5319893
Polio,Michigan,1942,51,11283,5397246
Polio,Michigan,1943,52,11823,5487134
Polio,Michigan,1944,52,4836,5588520
Polio,Michigan,1945,52,4841,5700322
Polio,Michigan,1946,52,7367,5821393
Polio,Michigan,1947,51,9720,5950496
Polio,Michigan,1948,52,2895,6086276
Polio,Michigan,1949,52,4034,6227245
Polio,Michigan,1950,50,8650,6371766
Polio,Michigan,1951,48,2966,6518280
Polio,Michigan,1952,48,2316,6666076
Polio,Michigan,1953,49,2771,6814633
Polio,Michigan,1954,52,5596,6963388
Polio,Michigan,1955,51,4198,7111734
Polio,Michigan,1956,0,0,7259022
Polio,Michigan,1957,0,0,7404561
Polio,Michigan,1958,0,0,7547622
Polio,Michigan,1959,0,0,7687435
Polio,Michigan,1960,0,0,7823194
Polio,Michigan,1961,0,0,7954163
Polio,Michigan,1962,0,0,8079989
Polio,Michigan,1963,0,0,8200424
Polio,Michigan,1964,0,0,8315240
Polio,Michigan,1965,0,0,8424218
Polio,Michigan,1966,0,0,8527158
Polio,Michigan,1967,0,0,8623874
Polio,Michigan,1968,0,0,8714199
Polio,Michigan,1969,0,0,8797980
Polio,Michigan,1970,0,0,8875083
Polio,Michigan,1971,0,0,8945392
Polio,Michigan,1972,0,0,9008807
Polio,Michigan,1973,0,0,9065249
Polio,Michigan,1974,34,94,9114655
Polio,Michigan,1975,32,93,9156979
Polio,Michigan,1976,33,68,9192197
Polio,Michigan,1977,32,73,9220298
Polio,Michigan,1978,27,47,9241292
Polio,Michigan,1979,32,102,9255204
Polio,Michigan,1980,26,37,9262078
Polio,Michigan,1981,18,29,9262309
Polio,Michigan,1982,19,30,9257650
Polio,Michigan,1983,48,45,9250197
Polio,Michigan,1984,49,31,9242044
Polio,Michigan,1985,49,56,9235276
Polio,Michigan,1986,48,40,9231974
Polio,Michigan,1987,49,55,9234220
Polio,Michigan,1988,51,39,9244105
Polio,Michigan,1989,35,48,9263744
Polio,Michigan,1990,48,82,9295297
Polio,Michigan,1991,46,36,9340182
Polio,Michigan,1992,44,16,9396621
Polio,Michigan,1993,47,104,9462013
Polio,Michigan,1994,46,49,9533712
Polio,Michigan,1995,49,126,9609003
Polio,Michigan,1996,47,52,9685090
Polio,Michigan,1997,50,51,9759086
Polio,Michigan,1998,47,58,9828019
Polio,Michigan,1999,45,47,9888840
Polio,Michigan,2000,50,98,9938444
Polio,Michigan,2001,49,74,9974437
Polio,Michigan,2002,46,67,9997392
Polio,Michigan,2003,44,104,10008684
Polio,Michigan,2004,45,295,10009737
Polio,Michigan,2005,49,296,10002009
Polio,Michigan,2006,50,173,9986981
Polio,Michigan,2007,51,148,9966145
Polio,Michigan,2008,50,131,9940990
Polio,Michigan,2009,52,235,9912998
Polio,Michigan,2010,52,363,9883640
Polio,Michigan,2011,51,225,9854128
Polio,Minnesota,1938,51,1939,2749560
Polio,Minnesota,1939,52,2267,2771775
Polio,Minnesota,1940,51,2367,2792300
Polio,Minnesota,1941,51,3469,2810838
Polio,Minnesota,1942,51,2389,2827799
Polio,Minnesota,1943,52,3376,2843787
Polio,Minnesota,1944,52,1694,2859423
Polio,Minnesota,1945,51,910,2875341
Polio,Minnesota,1946,52,517,2892190
Polio,Minnesota,1947,51,2533,2910633
Polio,Minnesota,1948,50,748,2931354
Polio,Minnesota,1949,42,183,2955059
Polio,Minnesota,1950,51,1303,2982483
Polio,Minnesota,1951,44,346,3014182
Polio,Minnesota,1952,46,241,3049877
Polio,Minnesota,1953,39,157,3089068
Polio,Minnesota,1954,52,1106,3131234
Polio,Minnesota,1955,51,588,3175830
Polio,Minnesota,1956,0,0,3222280
Polio,Minnesota,1957,0,0,3269975
Polio,Minnesota,1958,0,0,3318269
Polio,Minnesota,1959,0,0,3366474
Polio,Minnesota,1960,0,0,3413864
Polio,Minnesota,1961,0,0,3459807
Polio,Minnesota,1962,0,0,3504178
Polio,Minnesota,1963,0,0,3546986
Polio,Minnesota,1964,0,0,3588248
Polio,Minnesota,1965,0,0,3627986
Polio,Minnesota,1966,0,0,3666227
Polio,Minnesota,1967,0,0,3703005
Polio,Minnesota,1968,0,0,3738359
Polio,Minnesota,1969,0,0,3772331
Polio,Minnesota,1970,0,0,3804971
Polio,Minnesota,1971,0,0,3836336
Polio,Minnesota,1972,0,0,3866503
Polio,Minnesota,1973,0,0,3895559
Polio,Minnesota,1974,2,2,3923594
Polio,Minnesota,1975,1,1,3950704
Polio,Minnesota,1976,4,4,3976988
Polio,Minnesota,1977,5,5,4002548
Polio,Minnesota,1978,10,24,4027491
Polio,Minnesota,1979,5,12,4051928
Polio,Minnesota,1980,14,25,4075970
Polio,Minnesota,1981,13,16,4099784
Polio,Minnesota,1982,14,36,4123744
Polio,Minnesota,1983,40,49,4148282
Polio,Minnesota,1984,52,20,4173842
Polio,Minnesota,1985,48,135,4200877
Polio,Minnesota,1986,50,46,4229856
Polio,Minnesota,1987,48,14,4261259
Polio,Minnesota,1988,44,102,4295584
Polio,Minnesota,1989,23,26,4333351
Polio,Minnesota,1990,28,52,4375099
Polio,Minnesota,1991,47,80,4421188
Polio,Minnesota,1992,41,54,4471153
Polio,Minnesota,1993,36,331,4524296
Polio,Minnesota,1994,41,88,4579891
Polio,Minnesota,1995,40,155,4637177
Polio,Minnesota,1996,46,313,4695352
Polio,Minnesota,1997,48,365,4753574
Polio,Minnesota,1998,47,350,4810960
Polio,Minnesota,1999,33,215,4866583
Polio,Minnesota,2000,49,392,4919479
Polio,Minnesota,2001,35,166,4968871
Polio,Minnesota,2002,44,362,5014853
Polio,Minnesota,2003,40,119,5057759
Polio,Minnesota,2004,42,484,5097943
Polio,Minnesota,2005,47,1062,5135781
Polio,Minnesota,2006,35,119,5171661
Polio,Minnesota,2007,22,200,5205991
Polio,Minnesota,2008,37,194,5239188
Polio,Minnesota,2009,40,189,5271685
Polio,Minnesota,2010,34,718,5303925
Polio,Minnesota,2011,33,290,5336285
Polio,Mississippi,1938,2,0,2165971
Polio,Mississippi,1939,0,0,2176105
Polio,Mississippi,1940,0,0,2183796
Polio,Mississippi,1941,0,0,2189023
Polio,Mississippi,1942,4,0,2192050
Polio,Mississippi,1943,0,0,2193220
Polio,Mississippi,1944,7,0,2192882
Polio,Mississippi,1945,3,0,2191387
Polio,Mississippi,1946,0,0,2189089
Polio,Mississippi,1947,39,340,2186342
Polio,Mississippi,1948,38,144,2183497
Polio,Mississippi,1949,48,268,2180905
Polio,Mississippi,1950,46,240,2178914
Polio,Mississippi,1951,47,485,2177781
Polio,Mississippi,1952,48,395,2177401
Polio,Mississippi,1953,40,149,2177580
Polio,Mississippi,1954,43,256,2178123
Polio,Mississippi,1955,46,245,2178836
Polio,Mississippi,1956,0,0,2179524
Polio,Mississippi,1957,0,0,2179993
Polio,Mississippi,1958,0,0,2180049
Polio,Mississippi,1959,0,0,2179496
Polio,Mississippi,1960,0,0,2178141
Polio,Mississippi,1961,0,0,2175930
Polio,Mississippi,1962,0,0,2173363
Polio,Mississippi,1963,0,0,2171080
Polio,Mississippi,1964,0,0,2169716
Polio,Mississippi,1965,0,0,2169904
Polio,Mississippi,1966,0,0,2172283
Polio,Mississippi,1967,0,0,2177498
Polio,Mississippi,1968,0,0,2186210
Polio,Mississippi,1969,0,0,2199107
Polio,Mississippi,1970,0,0,2216912
Polio,Mississippi,1971,0,0,2240093
Polio,Mississippi,1972,0,0,2267931
Polio,Mississippi,1973,0,0,2299378
Polio,Mississippi,1974,5,9,2333345
Polio,Mississippi,1975,28,48,2368679
Polio,Mississippi,1976,8,9,2404161
Polio,Mississippi,1977,8,18,2438493
Polio,Mississippi,1978,7,8,2470310
Polio,Mississippi,1979,6,6,2498182
Polio,Mississippi,1980,11,16,2520638
Polio,Mississippi,1981,4,4,2536625
Polio,Mississippi,1982,11,14,2546867
Polio,Mississippi,1983,36,6,2552581
Polio,Mississippi,1984,34,4,2555028
Polio,Mississippi,1985,34,7,2555489
Polio,Mississippi,1986,11,1,2555253
Polio,Mississippi,1987,50,6,2555611
Polio,Mississippi,1988,44,3,2557854
Polio,Mississippi,1989,25,3,2563283
Polio,Mississippi,1990,37,7,2573216
Polio,Mississippi,1991,13,2,2588637
Polio,Mississippi,1992,22,1,2609061
Polio,Mississippi,1993,30,11,2633634
Polio,Mississippi,1994,34,6,2661489
Polio,Mississippi,1995,17,2,2691731
Polio,Mississippi,1996,44,10,2723431
Polio,Mississippi,1997,47,13,2755617
Polio,Mississippi,1998,18,0,2787267
Polio,Mississippi,1999,34,1,2817317
Polio,Mississippi,2000,38,0,2844658
Polio,Mississippi,2001,41,3,2868392
Polio,Mississippi,2002,23,2,2888593
Polio,Mississippi,2003,40,4,2905600
Polio,Mississippi,2004,44,15,2919774
Polio,Mississippi,2005,44,42,2931493
Polio,Mississippi,2006,47,28,2941149
Polio,Mississippi,2007,49,191,2949145
Polio,Mississippi,2008,50,71,2955890
Polio,Mississippi,2009,50,57,2961800
Polio,Mississippi,2010,44,65,2967297
Polio,Mississippi,2011,44,40,2972733
Polio,Missouri,1938,51,1994,3759515
Polio,Missouri,1939,52,1299,3772213
Polio,Missouri,1940,51,1486,3784664
Polio,Missouri,1941,51,1782,3797059
Polio,Missouri,1942,51,842,3809668
Polio,Missouri,1943,52,1268,3822787
Polio,Missouri,1944,52,938,3836713
Polio,Missouri,1945,52,887,3851750
Polio,Missouri,1946,51,659,3868207
Polio,Missouri,1947,51,1460,3886398
Polio,Missouri,1948,49,720,3906646
Polio,Missouri,1949,52,342,3929284
Polio,Missouri,1950,51,1335,3954653
Polio,Missouri,1951,47,549,3982994
Polio,Missouri,1952,48,464,4014093
Polio,Missouri,1953,43,202,4047615
Polio,Missouri,1954,51,542,4083217
Polio,Missouri,1955,50,492,4120546
Polio,Missouri,1956,0,0,4159236
Polio,Missouri,1957,0,0,4198909
Polio,Missouri,1958,0,0,4239172
Polio,Missouri,1959,0,0,4279615
Polio,Missouri,1960,0,0,4319813
Polio,Missouri,1961,0,0,4359394
Polio,Missouri,1962,0,0,4398241
Polio,Missouri,1963,0,0,4436305
Polio,Missouri,1964,0,0,4473534
Polio,Missouri,1965,0,0,4509877
Polio,Missouri,1966,0,0,4545284
Polio,Missouri,1967,0,0,4579701
Polio,Missouri,1968,0,0,4613078
Polio,Missouri,1969,0,0,4645362
Polio,Missouri,1970,0,0,4676501
Polio,Missouri,1971,0,0,4706447
Polio,Missouri,1972,0,0,4735161
Polio,Missouri,1973,0,0,4762611
Polio,Missouri,1974,15,27,4788763
Polio,Missouri,1975,23,74,4813585
Polio,Missouri,1976,15,26,4837046
Polio,Missouri,1977,18,37,4859115
Polio,Missouri,1978,13,24,4879764
Polio,Missouri,1979,10,12,4898963
Polio,Missouri,1980,16,27,4916686
Polio,Missouri,1981,7,11,4933014
Polio,Missouri,1982,11,16,4948457
Polio,Missouri,1983,49,18,4963641
Polio,Missouri,1984,48,20,4979200
Polio,Missouri,1985,48,34,4995774
Polio,Missouri,1986,45,25,5014014
Polio,Missouri,1987,49,44,5034581
Polio,Missouri,1988,47,20,5058149
Polio,Missouri,1989,26,20,5085409
Polio,Missouri,1990,43,60,5117073
Polio,Missouri,1991,47,56,5153640
Polio,Missouri,1992,42,78,5194663
Polio,Missouri,1993,47,84,5239450
Polio,Missouri,1994,47,29,5287287
Polio,Missouri,1995,47,52,5337439
Polio,Missouri,1996,37,56,5389146
Polio,Missouri,1997,40,61,5441615
Polio,Missouri,1998,41,27,5494023
Polio,Missouri,1999,47,64,5545517
Polio,Missouri,2000,49,98,5595211
Polio,Missouri,2001,50,73,5642386
Polio,Missouri,2002,46,140,5687091
Polio,Missouri,2003,47,158,5729584
Polio,Missouri,2004,43,522,5770132
Polio,Missouri,2005,48,567,5809016
Polio,Missouri,2006,51,127,5846524
Polio,Missouri,2007,50,74,5882957
Polio,Missouri,2008,52,260,5918623
Polio,Missouri,2009,52,365,5953838
Polio,Missouri,2010,52,306,5988927
Polio,Missouri,2011,52,243,6024167
Polio,Montana,1938,50,2347,552556
Polio,Montana,1939,52,766,556175
Polio,Montana,1940,51,232,559456
Polio,Montana,1941,51,1003,562236
Polio,Montana,1942,51,980,564618
Polio,Montana,1943,52,1035,566777
Polio,Montana,1944,52,783,568892
Polio,Montana,1945,51,414,571143
Polio,Montana,1946,47,208,573713
Polio,Montana,1947,50,530,576790
Polio,Montana,1948,47,304,580566
Polio,Montana,1949,31,92,585241
Polio,Montana,1950,46,631,591024
Polio,Montana,1951,47,456,598055
Polio,Montana,1952,46,316,606160
Polio,Montana,1953,30,154,615076
Polio,Montana,1954,37,147,624526
Polio,Montana,1955,43,337,634218
Polio,Montana,1956,0,0,643840
Polio,Montana,1957,0,0,653061
Polio,Montana,1958,0,0,661533
Polio,Montana,1959,0,0,668893
Polio,Montana,1960,0,0,674767
Polio,Montana,1961,0,0,678901
Polio,Montana,1962,0,0,681529
Polio,Montana,1963,0,0,683025
Polio,Montana,1964,0,0,683772
Polio,Montana,1965,0,0,684157
Polio,Montana,1966,0,0,684571
Polio,Montana,1967,0,0,685406
Polio,Montana,1968,0,0,687055
Polio,Montana,1969,0,0,689919
Polio,Montana,1970,0,0,694409
Polio,Montana,1971,0,0,700821
Polio,Montana,1972,0,0,708926
Polio,Montana,1973,0,0,718357
Polio,Montana,1974,2,8,728732
Polio,Montana,1975,8,14,739650
Polio,Montana,1976,0,0,750689
Polio,Montana,1977,2,2,761397
Polio,Montana,1978,9,12,771300
Polio,Montana,1979,10,13,779902
Polio,Montana,1980,3,4,786690
Polio,Montana,1981,6,11,791300
Polio,Montana,1982,1,1,793988
Polio,Montana,1983,47,1,795180
Polio,Montana,1984,49,22,795319
Polio,Montana,1985,44,10,794850
Polio,Montana,1986,32,19,794221
Polio,Montana,1987,40,7,793880
Polio,Montana,1988,42,4,794273
Polio,Montana,1989,29,43,795849
Polio,Montana,1990,32,36,799065
Polio,Montana,1991,22,6,804268
Polio,Montana,1992,31,8,811322
Polio,Montana,1993,25,11,819972
Polio,Montana,1994,40,11,829960
Polio,Montana,1995,48,9,841021
Polio,Montana,1996,46,36,852879
Polio,Montana,1997,41,20,865242
Polio,Montana,1998,45,13,877803
Polio,Montana,1999,42,2,890236
Polio,Montana,2000,45,35,902195
Polio,Montana,2001,42,50,913392
Polio,Montana,2002,46,4,923821
Polio,Montana,2003,24,4,933555
Polio,Montana,2004,44,72,942672
Polio,Montana,2005,50,564,951256
Polio,Montana,2006,51,96,959396
Polio,Montana,2007,49,45,967183
Polio,Montana,2008,50,72,974715
Polio,Montana,2009,45,53,982091
Polio,Montana,2010,48,110,989415
Polio,Montana,2011,47,118,996776
Polio,Nebraska,1938,51,539,1329451
Polio,Nebraska,1939,52,539,1322077
Polio,Nebraska,1940,51,446,1315834
Polio,Nebraska,1941,51,674,1311046
Polio,Nebraska,1942,51,458,1307714
Polio,Nebraska,1943,52,602,1305765
Polio,Nebraska,1944,51,574,1305130
Polio,Nebraska,1945,52,229,1305745
Polio,Nebraska,1946,43,193,1307547
Polio,Nebraska,1947,48,649,1310480
Polio,Nebraska,1948,43,296,1314486
Polio,Nebraska,1949,26,115,1319514
Polio,Nebraska,1950,45,281,1325510
Polio,Nebraska,1951,29,131,1332408
Polio,Nebraska,1952,40,158,1340082
Polio,Nebraska,1953,27,53,1348386
Polio,Nebraska,1954,0,0,1357173
Polio,Nebraska,1955,1,1,1366293
Polio,Nebraska,1956,0,0,1375592
Polio,Nebraska,1957,0,0,1384910
Polio,Nebraska,1958,0,0,1394085
Polio,Nebraska,1959,0,0,1402949
Polio,Nebraska,1960,0,0,1411330
Polio,Nebraska,1961,0,0,1419107
Polio,Nebraska,1962,0,0,1426365
Polio,Nebraska,1963,0,0,1433248
Polio,Nebraska,1964,0,0,1439901
Polio,Nebraska,1965,0,0,1446472
Polio,Nebraska,1966,0,0,1453112
Polio,Nebraska,1967,0,0,1459975
Polio,Nebraska,1968,0,0,1467219
Polio,Nebraska,1969,0,0,1475004
Polio,Nebraska,1970,0,0,1483493
Polio,Nebraska,1971,0,0,1492783
Polio,Nebraska,1972,0,0,1502682
Polio,Nebraska,1973,0,0,1512919
Polio,Nebraska,1974,3,4,1523216
Polio,Nebraska,1975,0,0,1533288
Polio,Nebraska,1976,1,1,1542842
Polio,Nebraska,1977,1,1,1551580
Polio,Nebraska,1978,1,1,1559195
Polio,Nebraska,1979,3,3,1565380
Polio,Nebraska,1980,0,0,1569825
Polio,Nebraska,1981,0,0,1572348
Polio,Nebraska,1982,0,0,1573274
Polio,Nebraska,1983,11,2,1573062
Polio,Nebraska,1984,41,11,1572171
Polio,Nebraska,1985,31,9,1571064
Polio,Nebraska,1986,18,10,1570199
Polio,Nebraska,1987,25,1,1570038
Polio,Nebraska,1988,0,0,1571038
Polio,Nebraska,1989,26,8,1573664
Polio,Nebraska,1990,47,10,1578385
Polio,Nebraska,1991,47,9,1585548
Polio,Nebraska,1992,43,17,1594962
Polio,Nebraska,1993,45,15,1606305
Polio,Nebraska,1994,44,10,1619252
Polio,Nebraska,1995,41,14,1633470
Polio,Nebraska,1996,31,15,1648618
Polio,Nebraska,1997,46,14,1664345
Polio,Nebraska,1998,43,15,1680284
Polio,Nebraska,1999,37,6,1696054
Polio,Nebraska,2000,42,27,1711263
Polio,Nebraska,2001,35,6,1725585
Polio,Nebraska,2002,31,5,1739024
Polio,Nebraska,2003,39,15,1751670
Polio,Nebraska,2004,29,79,1763616
Polio,Nebraska,2005,50,172,1774961
Polio,Nebraska,2006,48,69,1785806
Polio,Nebraska,2007,50,55,1796258
Polio,Nebraska,2008,52,172,1806423
Polio,Nebraska,2009,52,97,1816413
Polio,Nebraska,2010,51,176,1826341
Polio,Nebraska,2011,51,55,1836304
Polio,Nevada,1938,0,0,105539
Polio,Nevada,1939,0,0,107754
Polio,Nevada,1940,10,5,110247
Polio,Nevada,1941,50,238,113081
Polio,Nevada,1942,51,181,116290
Polio,Nevada,1943,52,110,119904
